Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Bubo virginianus,ENDRIN,,tissue endrin residues,,Not Reported,Not Reported,Wenatchee,1-3 animals,1.3-1.7 kg/ha,TOX-EXP IND - accumulation,NR,pesticide application (late fall),Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,open field behavior scores versus controls,,Not Reported,Juvenile,,26-28/group,"0,5,50,500 ppm lead as lead nitrate",TOX-Non-Repro-Sublethal - behavioral effects,3 or 8 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,mean percentage weight gain versus controls,,Not Reported,Juvenile,,26-28/group,"0,5,50,500 ppm lead as lead nitrate",TOX-REPRO - development,3 or 8 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,percent survival versus controls,,Not Reported,Embryo,,10/group,"0,12,36,108 ug/g egg",TOX-MORT - dose-response data,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,"brain weight, acetylcholinesterase activity, neurotoxic esterase activity versus controls",,Not Reported,Embryo,,10/group,"0,12,36,108 ug/g egg",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,brain protein content versus controls,,Not Reported,Embryo,,10/group,"0,12,36,108 ug/g egg",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,"plasma alkaline phosphatase, aspartate aminotransferase, cholinesterase activities, and uric acid",,Not Reported,Embryo,,12/group,"0,12,36,108 ug/g egg",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,"embryo weight and length, % normal survivors versus controls",,Not Reported,Embryo,,12/group,"0,12,36,108 ug/g egg",TOX-REPRO - development,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,% surviving to hatch versus controls,,Not Reported,Hatchling,,12/group,"0,12,36,108 ug/g egg",TOX-MORT - dose-response data,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,EPN,,"plasma cholinesterase activity, hemoglobin and uric acid content",,Not Reported,Hatchling,,12/group,"0,12,36,108 ug/g egg",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,application to egg surface,Toxicity Factor Datasets
Anas platyrhynchos,CYANIDE,,ATP levels in liver and brain tissues versus controls,,Female,Adult,,5/treatment,"0,0.25,0.5,1.0,2.0 mg/kg bw (as KCN)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,gavage,Toxicity Factor Datasets
Anas platyrhynchos,CYANIDE,,ATP levels in heart versus controls,,Female,Adult,,5/treatment,"0,0.25,0.5,1.0,2.0 mg/kg bw (as KCN)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,gavage,Toxicity Factor Datasets
Anas platyrhynchos,CYANIDE,,rhodanese and 3-mercaptopyruvate sulfurtransferase activities in brain versus controls,,Female,Adult,,5/treatment,"0,1.0 mg/kg bw (as KCN)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,gavage,Toxicity Factor Datasets
Anas platyrhynchos,CYANIDE,,rhodanese and 3-mercaptopyruvate sulfurtransferase activities in liver and heart versus controls,,Female,Adult,,5/treatment,"0,1.0 mg/kg bw (as KCN)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,gavage,Toxicity Factor Datasets
Anas platyrhynchos,CYANIDE,,serum creatine kinase activity versus controls,,Female,Adult,,at least 5 determinations/group,"0,1,2 mg/kg bw (as KCN)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,gavage,Toxicity Factor Datasets
Anas platyrhynchos,CYANIDE,,"respiratory control ratios in heart, liver and brain versus controls",,Female,Adult,,at least 5 determinations/group,"0,0.5,1,2 mg/kg bw (as KCN)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,gavage,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,body weight and food consumption versus controls,,Both Male and Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-Non-Repro-Sublethal - whole animal,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,incidence of lead poisoning tissue lesions versus controls,,Both Male and Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-Non-Repro-Sublethal - organ/system effects,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in bone (mean +/- SE),,Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in bone (mean +/- SE),,Male,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in blood (mean +/- SE),,Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in blood (mean +/- SE),,Male,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in kidneys (mean +/- SE),,Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in kidneys (mean +/- SE),,Male,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in liver (mean +/- SE),,Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead concentration in liver (mean +/- SE),,Male,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,number of eggs laid,,Female,Adult,,"control=2 F, 4 M; treatment=6 M-F pairs/group","0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-REPRO - reproductive success,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,lead in egg contents and shell (mean +/- SE) versus controls,,Female,Adult,,control=10 eggs; treatment=20 eggs,"0, 1 #four lead shot, or 1 #four iron-lead shot (47.5% lead)",TOX-EXP IND - accumulation,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,embyronic length and weight by incubation day 18 versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 300, 3,000, 30,000 ppm lead in solution",TOX-REPRO - development,single 30 second exposure,egg immersion in solution,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY CHLORIDE,,embryo length or weight by incubation day 18 versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 50, 500, 5,000 ppm mercury in solution",TOX-REPRO - development,single 30 second exposure,egg immersion in solution,Toxicity Factor Datasets
Anas platyrhynchos,METHYLMERCURY CHLORIDE,,embryo survival through day 18 of incubation and % of survivors that were normal versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 50, 500, 5,000 ppm mercury in solution",TOX-REPRO - development,single 30 second exposure,egg immersion in solution,Toxicity Factor Datasets
Anas platyrhynchos,FUEL OILS,,embryo survival to day 18 of incubation and % of survivors that were normal versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 0.5, 5 ul RDCO oil/egg",TOX-REPRO - development,single,topical application,Toxicity Factor Datasets
Anas platyrhynchos,FUEL OILS,,embyronic length and weight by incubation day 18 versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 0.5, 5 ul RDCO oil/egg",TOX-REPRO - development,single,topical application,Toxicity Factor Datasets
Anas platyrhynchos,FUEL OILS,,embryo survival through day 18 of incubation versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 0.2%, 2% aqueous spray oil emulsion",TOX-REPRO - development,single 30 second exposure,egg immersion,Toxicity Factor Datasets
Anas platyrhynchos,ACETONE,,embryo weight and length by incubation day 18 versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 10%, 100% solution",TOX-REPRO - development,single 30 second exposure,egg immersion,Toxicity Factor Datasets
Anas platyrhynchos,ACETONE,,embryo survival through incubation day 18 versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 10%, 100% solution",TOX-REPRO - development,single 30 second exposure,egg immersion,Toxicity Factor Datasets
Anas platyrhynchos,N-BUTYL ALCOHOL,,embryo survival through incubation day 18 versus controls,,Not Reported,Embryo,,30 eggs/group,"0, 10%, 100% solution",TOX-REPRO - development,single 30 second exposure,egg immersion,Toxicity Factor Datasets
Anas platyrhynchos,XYLENE,,"embryo survival, size, and incidence of abnormalities through incubation day 18 versus controls",,Not Reported,Embryo,,30 eggs/group,"0, 1%, 10% solution",TOX-REPRO - development,single 30 second exposure,egg immersion,Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,delta-aminolevulinic acid dehydratase activity in blood versus controls,,Male,Adult,,20/dose; 5/dose x time group,"0, 1, 5, 25 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"3, 6, 9, or 12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,accumulation in livers and kidneys versus controls,,Male,Adult,,20/dose; 5/dose x time group,"0, 1, 5, 25 ppm diet",TOX-EXP IND - accumulation,"3, 6, 9, or 12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,lead concentration in blood after 12 weeks exposure (mean +/- SE) versus controls,,Male,Adult,,20/dose; 5/dose x time group,"0, 1, 5, 25 ppm diet",TOX-EXP IND - accumulation,"3, 6, 9, or 12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD NITRATE,,body weight and food consumption versus controls,,Male,Adult,,20/group,"0, 1, 5, 25 ppm diet",TOX-Non-Repro-Sublethal - whole animal,"3, 6, 9, or 12 wks",diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,"incidence of clinical signs, weight loss, breast muscle atrophy",,Both Male and Female,Adult,,"treatment = 10/group
control = 5","0, 4 #four lead shot; combined with commerical feed, Ca- supplemented corn diet, or corn only diet",TOX-Non-Repro-Sublethal - whole animal,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,% mortality versus controls,,Both Male and Female,Adult,,"treatment = 10/group
control = 5","0, 4 #four lead shot; combined with commerical feed, Ca- supplemented corn diet, or corn only diet",TOX-MORT - dose-response data,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,"red blood cell counts, packed cell volume, hemoglobin concentration versus controls",,Both Male and Female,Adult,,"treatment = 10/group
control = 5","0, 4 #four lead shot; combined with commerical feed, Ca-supplemented corn diet, or corn only diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,blood protoporphyrin concentrations versus controls,,Both Male and Female,Adult,,"treatment = 10/group
control = 5","0, 4 #four lead shot; combined with commerical feed, Ca-supplemented corn diet, or corn only diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-)",,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,,5/group,"0, 500, 1000, 5000 mg/kg bw",TOX-REPRO - physiology,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,AROCLOR 1254,,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,,5/group,"0, 1000 mg/kg bw",TOX-REPRO - physiology,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,CHLOROETHYLMERCURY,,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,,5/group,"0, 500 mg/kg bw",TOX-REPRO - physiology,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,"DICHLOROPHENOXY-ACETIC ACID (2,4-)",,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,,5/group,"0, 1500 mg/kg bw",TOX-REPRO - physiology,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,HEPTACHLOR,,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,,5/group,"0, 1000 mg/kg bw",TOX-REPRO - physiology,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENITE, SODIUM",,post-dose eggshell thickness versus pre-dose thickness,,Female,Adult,,5/group,"0, 100 mg/kg bw",TOX-REPRO - physiology,single,intubation,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-), LEAD COMPOUNDS, MERCURY COMPOUNDS",,eggshell thickness versus controls,,Female,Adult,,10/group,"0, 40 ppm DDE, 100 ppm lead, or 200 ppm N-(ethylmercury)-p-toluene sulfoanilide",TOX-REPRO - physiology,55 d - approx. 2 mos,diet,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-), LEAD COMPOUNDS, MERCURY COMPOUNDS",,eggshell thickness versus controls,,Female,Adult,,10/group,"0, 40 ppm DDE + 100 ppm lead, or 40 ppm DDE + 200 ppm N-(ethylmercury)-p-toluene sulfoanilide",TOX-REPRO - physiology,55 d - approx. 2 mos,diet,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-)",,"DDE residues in whole carcass, egg contents, and brain",,Female,Adult,,10/group,40 ppm DDE,TOX-EXP IND - accumulation,approx. 2 mos.,diet,Toxicity Factor Datasets
Anas platyrhynchos,MERCURY COMPOUNDS,,"mercury residues in whole carcass, egg contents, and kidneys",,Female,Adult,,10/group,200 ppm N-(ethylmercury)-p-toluene sulfoanilide,TOX-EXP IND - accumulation,55 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,,"lead residues in whole carcass, egg contents, eggshells, and bone",,Female,Adult,,10/group,"100 ppm lead, or 40 ppm DDE + 100 ppm lead",TOX-EXP IND - accumulation,approx. 2 mos,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,,geometric mean liver concentration (range),,Not Reported,Not Reported,Ebro Delta Natural Park,39 birds,"297,590 shot pellets/ha (in sediment)",TOX-EXP IND - accumulation,NR,site contamination,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,,geometric mean concentration in kidneys (range),,Not Reported,Not Reported,Ebro Delta Natural Park,39 birds,"297,590 shot pellets/ha (in sediment)",TOX-EXP IND - accumulation,NR,site contamination,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,,"geometric mean concentrations (ranges) in humerus, spleen, pancreas, and brain",,Not Reported,Not Reported,Ebro Delta Natural Park,6-10 birds/tissue type,"297,590 shot pellets/ha (in sediment)",TOX-EXP IND - accumulation,NR,site contamination,Toxicity Factor Datasets
Anas platyrhynchos,"CADMIUM CHLORIDE, LEAD CHLORIDE",,mean (SE) concentrations in liver,,Male,Juvenile,,6-8 birds/dose,"0, 10 ppm Cd, 100 ppm Cd, 10 ppm Pb, 100 ppm Pb, 5 ppm Cd +5 ppm Pb, 50 ppm Cd + 50 ppm Pb",TOX-EXP IND - accumulation,42 +/- 1 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,"CADMIUM CHLORIDE, LEAD CHLORIDE",,mean (SE) Cd concentrations in kidney,,Male,Juvenile,,6-8 birds/dose,"0, 10 ppm Cd, 100 ppm Cd, 10 ppm Pb, 100 ppm Pb, 5 ppm Cd +5 ppm Pb, 50 ppm Cd + 50 ppm Pb",TOX-EXP IND - accumulation,42 +/- 1 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,"CADMIUM CHLORIDE, LEAD CHLORIDE",,mean (SE) Pb concentrations in kidney,,Male,Juvenile,,6-8 birds/dose,"0, 10 ppm Cd, 100 ppm Cd, 10 ppm Pb, 100 ppm Pb, 5 ppm Cd +5 ppm Pb, 50 ppm Cd + 50 ppm Pb",TOX-EXP IND - accumulation,42 +/- 1 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,"CADMIUM CHLORIDE, COPPER COMPOUNDS, LEAD CHLORIDE",,"mean (SE) Cu concentrations (ug/g, dry wt) in kidney",,Male,Juvenile,,6-8 birds/dose,"0, 10 ppm Cd, 100 ppm Cd, 10 ppm Pb, 100 ppm Pb, 5 ppm Cd +5 ppm Pb, 50 ppm Cd + 50 ppm Pb",TOX-EXP IND - accumulation,42 +/- 1 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,"CADMIUM CHLORIDE, LEAD CHLORIDE, ZINC COMPOUNDS",,"mean (SE) Zn concentrations (ug/g, dry wt) in kidney",,Male,Juvenile,,6-8 birds/dose,"0, 10 ppm Cd, 100 ppm Cd, 10 ppm Pb, 100 ppm Pb, 5 ppm Cd +5 ppm Pb, 50 ppm Cd + 50 ppm Pb",TOX-EXP IND - accumulation,42 +/- 1 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,weight of kidneys versus controls,,Both Male and Female,Adult,,10 birds,"0, 2, 20, 200 ppm",TOX-Non-Repro-Sublethal - organ/system effects,"30, 60, or 90 d",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,weight of testes versus controls,,Male,Adult,,5 birds,"0, 2, 20, 200 ppm",TOX-Non-Repro-Sublethal - organ/system effects,"30, 60, or 90 d",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,incidence of kidney lesions versus controls,,Both Male and Female,Adult,,10 birds,"0, 2, 20, 200 ppm",TOX-Non-Repro-Sublethal - organ/system effects,"30, 60, or 90 d",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"incidence of testes alterations (atrophy, decreased spermatogenesis) versus controls",,Male,Adult,,5 birds,"0, 2, 20, 200 ppm",TOX-Non-Repro-Sublethal - organ/system effects,"30, 60, or 90 d",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"mean Cd concentrations in kidneys (ppm, wet wt) by 90 days",,Both Male and Female,Adult,,10 birds,"0, 2, 20, 200 ppm",TOX-EXP IND - accumulation,"30, 60, or 90 d",diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,"mean Cd concentrations in testes (ppm, wet wt) by 90 days",,Male,Adult,,5 birds,"0, 2, 20, 200 ppm",TOX-EXP IND - accumulation,"30, 60, or 90 d",diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM, SELENOMETHIONINE",,incidence of mortality versus controls,,Not Reported,Juvenile,,15 birds/group,"0, 15 ppm Se, 60 ppm Se, 200 ppm As, 15 ppm Se + 200 ppm As, 50 ppm Se + 200 ppm As (each dose combined with 22% protein in diet)",TOX-MORT - dose-response data,4 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM, SELENOMETHIONINE",,incidence of ducklings with histopathological lesions versus controls,,Not Reported,Juvenile,,15 birds/group,"0, 15 ppm Se, 60 ppm Se, 200 ppm As, 15 ppm Se + 200 ppm As, 50 ppm Se + 200 ppm As (each dose combined with 22% protein in diet)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,4 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM, SELENOMETHIONINE",,growth rate of body weight versus controls,,Not Reported,Juvenile,,15 birds/group,"0, 15 ppm Se, 60 ppm Se, 200 ppm As, 15 ppm Se + 200 ppm As, 50 ppm Se + 200 ppm As (each dose combined with or 22% protein in diet)",TOX-Non-Repro-Sublethal - whole animal,4 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM, SELENOMETHIONINE",,glutathione peroxidase activity versus controls,,Not Reported,Juvenile,,15 birds/group,"0, 15 ppm Se, 60 ppm Se, 200 ppm As, 15 ppm Se + 200 ppm As, 50 ppm Se + 200 ppm As (each dose combined with 22% protein in diet)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,4 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM, SELENOMETHIONINE",,incidence of mortality versus controls,,Not Reported,Juvenile,,15 birds/group,"0, 15 ppm Se, 60 ppm Se, 200 ppm As, 15 ppm Se + 200 ppm As, 50 ppm Se + 200 ppm As (each dose combined with 7% protein in diet)",TOX-MORT - dose-response data,4 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,survival rate versus controls,,Both Male and Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-MORT - dose-response data,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,growth rate versus controls,,Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,growth rate versus controls,,Male,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,"incidence of histopathological lesions, and liver, brain, and spleen weights",,Both Male and Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-Non-Repro-Sublethal - organ/system effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,plasma biochemistry changes versus controls,,Both Male and Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,plasma concentration of triglycerides,,Both Male and Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,incidence of altered brain and liver biochemistry,,Both Male and Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"ARSENATE, SODIUM",,arsenic concentrations in liver (geometric means in parentheses),,Both Male and Female,Juvenile,,30 birds/group,"0, 30, 100, 300 ppm",TOX-EXP IND - accumulation,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,body weight growth versus controls,,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,"growth of body components (tarsus, culmen) versus controls",,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,mortality versus controls,,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,food consumption versus controls,,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - behavioral effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,"Ca, Al, P concentrations in femur for different treatments after 2 and 10 wks of treatment",,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-EXP IND - accumulation,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,"femur mass and mean breaking force (LL, LH vs. NN diets) after 2 wks of treatment",,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,"femur breaking strength (LL,LH vs. NN diets) after 10 wks of treatment",,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,ALUMINUM SULFATE,,incidence of clinical signs (LL vs. LH vs. NN diets),,Not Reported,Juvenile,,12-14/group,"0, 200, 1000, 5000 mg Al/kg diet, combined with low Ca:low P (LL), normal Ca:normal P (NN), or low Ca:high P (LH)",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,"STEEL COMPOUNDS, TRIBUTYLTIN",,"white blood cell counts, monocyte counts, total protein concentrations over study period",,Both Male and Female,Juvenile,,20/group,three #4 steel shot or three #4 tributyltin shot implants,TOX-Non-Repro-Sublethal - cellular/biochemical effects,1-8 wks,intramuscular,Toxicity Factor Datasets
Anas platyrhynchos,"STEEL COMPOUNDS, TRIBUTYLTIN",,"overall response score (inflammation, muscle damage changes)",,Both Male and Female,Juvenile,,20/group,three #4 steel shot or three #4 tributyltin shot implants,TOX-Non-Repro-Sublethal - whole animal,1-8 wks,intramuscular,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,food consumption compared to controls,,Both Male and Female,Adult,,6 pairs/group,"0,12.5,50,200,800 ppm diet",TOX-Non-Repro-Sublethal - behavioral effects,90 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,"body wt, liver wt:brain wt, kidney wt:brain wt, duodenal wt  compared to controls",,Both Male and Female,Adult,,6 pairs/group,"0,12.5,50,200,800 ppm diet",TOX-Non-Repro-Sublethal - whole animal,90 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,plasma biochemistry compared to controls,,Male,Adult,,6 pairs/group,"0,12.5,50,200,800 ppm diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,90 d,diet,Toxicity Factor Datasets
Anas platyrhynchos,NICKEL SULFATE,,"reproductive success (number of eggs laid, hatchability, duckling survival) compared to controls",,Both Male and Female,Adult,,6 pairs/group,"0,12.5,50,200,800 ppm diet",TOX-REPRO - reproductive success,90 d,diet,Toxicity Factor Datasets
