Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Xantusia riversiana (Island Night Lizard),"2-AMINO-4,6-DINITROTOLUENE",,Days of survival,,M,Adult,,42,"0, 15, 24, 38, 60, 95, 150 mg/kg/d",TOX-MORT - toxicity benchmarks,14 d,Oral gavage,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),"2-AMINO-4,6-DINITROTOLUENE",,Cricket consumption,,M,Adult,,42,"0, 15, 24, 38, 60, 95, 150 mg/kg/d",TOX-Non-Repro-Sublethal - whole animal,14 d,Oral gavage,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),"2-AMINO-4,6-DINITROTOLUENE",,Blood BUN,,M,Adult,,42,"0, 5, 15, 20, 25, 30 mg/kg/d",TOX-Non-Repro-Sublethal - cellular/biochemical effects,60 d,Oral gavage,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PHOSPHORIC ACID,,"Righting reflex, sprinting, prey capture",,NR,Not Reported,Texas Tech University,30,"0, 1x, 2x label rate",TOX-Non-Repro-Sublethal - behavioral effects,Single dose,,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),"DDE (4,4'-)",,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),OXYCHLORDANE,,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),TRANS-NONCHLOR,,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),MIREX,,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),DIELDRIN,,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),HEPTACHLOR EPOXIDE,,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),CIS-NONCHLOR,,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Plasma carotenoids µg/mL at pairing,,M,Adult,"Avian Science and
Conservation Centre of McGill University",49,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Plasma carotenoids µg/mL 7 d post pairing,,F,Adult,"Avian Science and
Conservation Centre of McGill University",50,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Plasma carotenoids µg/mL at pairing,,M,Adult,"Avian Science and
Conservation Centre of McGill University",49,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Plasma carotenoids µg/mL 7 d post pairing,,F,Adult,"Avian Science and
Conservation Centre of McGill University",50,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Plasma carotenoids µg/mL fledglings,,B,Juvenile,"Avian Science and
Conservation Centre of McGill University",NR,"in ovo, 7 mg/kg body mass /day parent diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,,in ovo,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Coloration of ceres & lores at pairing,,M,Adult,"Avian Science and
Conservation Centre of McGill University",49,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - whole animal,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Coloration of ceres & lores at pairing,,F,Adult,"Avian Science and
Conservation Centre of McGill University",50,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - whole animal,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Coloration of ceres & lores 7 d post pairing,,B,Adult,"Avian Science and
Conservation Centre of McGill University",99,,TOX-Non-Repro-Sublethal - whole animal,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),BUPRENORPHINE HYDROCHLORIDE,,Thermal threshold of foot,,B,Adult,University of California Davis,12,"0, 0.1, 0.3, 0.,6 mg/kg",TOX-Non-Repro-Sublethal - behavioral effects,3 doses 2 w apart,IM injection,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,Plasma PCB concentration,,M,Adult,,"17 nonbreeders, 7 breeders",5-7 µg/sum PCB/g bird/d,TOX-Non-Repro-Sublethal - cellular/biochemical effects,120 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,,"k'pc, plasma clearance constant (ml/g/d)",,M,Adult,,"17 nonbreeders, 7 breeders",5-7 µg/sum PCB/g bird/d,TOX-Non-Repro-Sublethal - cellular/biochemical effects,120 d,Dietary,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PBDE MIXTURE,,Nonsteady-state BMF PBDE congeners,,B,Hatchling,,55,Day 19 incubation: 1.43 g/g egg weight; Days 1-29 posthatch: 38.1ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PBDE MIXTURE,,Carcass retention of cumulative dose,,B,Hatchling,,55,Day 19 incubation: 1.43 g/g egg weight; Days 1-29 posthatch: 38.1ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PCB,,Carcass retention of cumulative dose,,B,Hatchling,,33,Day 19 incubation: 1.0 g/g egg weight; days 1-29 posthatch: 294 ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PCB,,Nonsteady-state BMF PCB congeners,,B,Hatchling,,33,Day 19 incubation: 1.0 g/g egg weight; days 1-29 posthatch: 294 ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),METHYLMERCURY,,Blood total Hg,,M,Adult,"Patuxent Wildlife
Research Center, Laurel",59,"0, 0.6, 3.9 µg/g food dry weight",TOX-EXP IND - accumulation,13 w,Dietary,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),METHYLMERCURY,,Spleen total Hg,,M,Adult,"Patuxent Wildlife
Research Center, Laurel",59,"0, 0.6, 3.9 µg/g food dry weight",TOX-EXP IND - accumulation,13 w,Dietary,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),METHYLMERCURY,,Body mass,,M,Adult,"Patuxent Wildlife
Research Center, Laurel",59,"0, 0.6, 3.9 µg/g food dry weight",TOX-Non-Repro-Sublethal - whole animal,13 w,Dietary,Toxicity Factor Datasets
Sceloporus occidentalis (Western Fence Lizard),"PBDE TECHNICAL MIXTURE, DE-71",,Reproductive calls,,B,Adult,"Avian Science and Conservation Centre of
McGill University",31 pairs,"0, 1.6, 0.3 ppm  per day",TOX-REPRO - behavior,3 w before pairing through 75 d incubation,Dietary,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),BENZENE,,Plasma TT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),TOLUENE,,Plasma TT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),NITROGEN DIOXIDE,,Body weight,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - whole animal,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),NITROGEN DIOXIDE,,Plasma FT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,,Plasma FT4,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,,Plasma TT4,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,,Plasma T4,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,,Thyroid histology,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - organ/system effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,,Hepatic T4-ORD activity,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,,Plasma TT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),SULFUR DIOXIDE,,Body weight,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - whole animal,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Egg volume,,,Embryo,"Avian Science and Conservation
Centre of McGill University",39,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Egg shell thickness,,,Embryo,"Avian Science and Conservation
Centre of McGill University",9,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Clutch size,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,% fertile eggs in clutch,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,% eggs laid that resulted in banded juvenile kestrels,,,Embryo,"Avian Science and Conservation
Centre of McGill University",,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),OXYCHLORDANE,,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),MIREX,,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),PCB,,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),ALUMINUM COMPOUNDS,,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),ARSENIC (elemental),,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),CHROMIUM (elemental),,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),COPPER (elemental),,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),IRON (elemental),,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),SELENIUM (elemental),,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),METHYLMERCURY,,Daily mean deposition in feather,,NR,Nestling,Virginia & New York,32,NR,TOX-EXP IND - accumulation,,Environmental contaimination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),PCB,,Body concentration,,NR,Hatchling,Cat Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),CIS-NONACHLOR,,Body concentration,,NR,Hatchling,Cat Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),PCB,,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),POLYCHLORINATED DIBENZO-P-DIOXINS,,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDE (4,4'-)",,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDD (4,4'-)",,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDT (2,4'-)",,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDT (4,4'-)",,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),CIS-CHLORDANE,,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),HEPTACHLOR EPOXIDE,,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),DIELDRIN,,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),MIREX,,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),MIREX,,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),DIELDRIN,,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),CHLORDANE,,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),"DDE (4,4'-)",,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),PCB,,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),METHYLMERCURY,,Embryo survival,,NR,Embryo,Patuxent Wildlife Research Center,12-15,"0, 1.6 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),METHYLMERCURY,,Embryo survival,,NR,Embryo,Patuxent Wildlife Research Center,10-13,"0, 1.6 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Stomach content concentration,,NR,Both Adults and Juveniles,"Churchill County, reference sites in Elko County",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),METHYLMERCURY,,Stomach content concentration,,NR,Both Adults and Juveniles,"Churchill County, reference sites in Elko County",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Liver concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Kidney concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Brain concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Blood concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Liver concentration,,B,Adult,"Elko County, reference site",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Kidney concentration,,B,Adult,"Elko County, reference site",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Brain concentration,,B,Adult,"Elko County, reference site",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Blood concentration,,B,Adult,"Elko County, reference site",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Liver concentration,,NR,Nestling,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Kidney concentration,,NR,Nestling,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Brain concentration,,NR,Nestling,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Blood concentration,,NR,Nestling,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Feather concentration,,NR,Nestling,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Liver concentration,,NR,Nestling,"Elko County, reference site",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,,Kidney concentration,,NR,Nestling,"Elko County, reference site",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),PERFLUOROOCTANOIC ACID,,Egg concentration,,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6,,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),PERFLUORONONANOIC ACID,,Egg concentration,,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6,,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
